0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.227784802,0.506020339,0.333339024,0.333339024,0.729226041,0.490350872,0.078002724,0.759054867,0.756801824,0.84470048,0.26836011,0.056512097,0.183684019,0.123147585,0.837756882,0.609670991,0.67048529,0.520274851,0.432835326,0.772550311,0.390706759,0.886551437,0.886551437,0.25388655,0.96233641,0.406812627,0.31370928,1.19E-08,1.19E-08,0.218684834,0.218684834,0.649260617,0.090357127,0.823861671,0.369101962,0.158728771,0.158728771,0.63456731,0.719293881,0.787000531,0.681398905,0.495770204,0.054381335,0.183792941,0.522180982,0.46846094,0.022246709,0.371880702,0.517074849,0.783416678
0.223428339,0.359224182,0.122972622,0.122972622,0.629168452,0.11010203,0.179701758,0.630962831,0.700248913,0.715655408,0.056470794,0.314963224,0.183388888,0.106524716,0.436664784,0.257508923,0.300316344,0.193895796,0.18219472,0.202648881,0.239927674,0.90879661,0.90879661,0.02754076,0.682544633,0.227960977,0.172311705,0.499532284,0.499532284,0.198077819,0.198077819,0.441977565,0.186165215,0.859175064,0.205884782,0.08558363,0.08558363,0.530496063,0.821214349,0.507793329,0.7663939,0.737945552,0.046012051,0.405419041,0.437194794,0.246642228,0.003987908,0.801289116,0.709191471,0.538206131
0.659461173,0.446987134,0.134305174,0.134305174,0.631244761,0.503890031,0.619344951,0.606295138,0.663207341,0.291969043,0.628795851,0.107094071,0.059976805,0.16166157,0.771576052,0.691158953,0.857976893,0.786912347,0.555032587,0.414226646,0.466159265,0.829345757,0.829345757,0.428407481,0.644627886,0.466527299,0.4769964,0.563816114,0.563816114,0.303779859,0.303779859,0.757564416,0.171934296,0.68698836,0.265379465,0.240766633,0.240766633,0.606472685,0.921833336,0.756311589,0.664737032,0.528490642,0.052325298,0.469361585,0.682963032,0.55428911,0.063547504,0.243956606,0.438481166,0.784985001
0.574778005,0.565852242,0.27881375,0.27881375,0.871956027,0.569322761,0.122118068,0.659862091,0.653592313,0.782672726,0.611771026,0.03064459,0.147417132,0.365931374,0.711527729,0.713116107,0.714238863,0.620295128,0.571300873,0.626558331,0.561119058,0.856964994,0.856964994,0.167663495,0.949699446,0.481968197,0.582434139,0.409785187,0.409785187,0.434500104,0.434500104,0.865909317,0.225385272,0.738707657,0.372904996,0.121305105,0.121305105,0.575457657,0.856200157,0.698965521,0.627621839,0.550642853,0.325106895,0.216276591,0.624264992,0.584076794,0.128739017,0.207198683,0.432473974,0.82968896
0.428122337,0.341088234,0.077748193,0.077748193,0.59138923,0.284986555,0.291473096,0.670010767,0.706482878,0.675270216,0.606730217,0.080403407,0.05393242,0.124617585,0.595480519,0.598746985,0.822992748,0.773119533,0.397956133,0.326164561,0.309389756,0.832260215,0.832260215,0.08876493,0.568652123,0.2504343,0.350405043,0.434573223,0.434573223,0.311331175,0.311331175,0.538559788,0.492177709,0.771219633,0.15323302,0.315272532,0.315272532,0.44514807,0.888364199,0.538809009,0.081849611,0.308468728,0.05066474,0.49986125,0.636682676,0.478371696,0.088457033,0.415364113,0.436286646,0.461078814
0.511733098,0.435717104,0.139954265,0.139954265,0.819226369,0.629714177,0.18187314,0.522769673,0.535456356,0.645607723,0.705365489,0.054055045,0.119410891,0.366929418,0.668863125,0.714203313,0.838981549,0.776892999,0.679997415,0.651099318,0.578548195,0.798480013,0.798480013,0.247692154,0.871502948,0.521361715,0.589418346,0.375891596,0.375891596,0.593027784,0.593027784,0.909067346,0.373752968,0.72383388,0.384528836,0.370713209,0.370713209,0.588295561,0.881837872,0.630411272,0.464456693,0.620395108,0.102879484,0.290622331,0.687694716,0.656254204,0.154936351,0.229860598,0.433496901,0.754708189
0.500881843,0.261763808,0.055096881,0.055096881,0.836811924,0.460611195,0.194159877,0.707089823,0.735078471,0.676420824,0.42813006,0.050962101,0.217317009,0.06941599,0.811699096,0.577703481,0.397794031,0.272627379,0.413296291,0.364699379,0.315274125,0.863931413,0.863931413,0.240412868,0.798231777,0.383387419,0.269663398,0.350677781,0.350677781,0.217499708,0.217499708,0.683607779,0.037895296,0.709175753,0.333574919,0.145344672,0.145344672,0.589005974,0.857297262,0.766867536,0.445795976,0.636590922,0.056249254,0.400149848,0.599197901,0.592666465,0.046562028,0.193668326,0.45834837,0.705703907
0.03583347,0.235821848,0.126719829,0.126719829,0.251206948,0.048533846,0.228284215,0.258785714,0.369709613,0.547848775,0.131433489,0.161812447,0.128011713,0.150850255,0.515706623,0.140738808,0.156789503,0.10877401,0.095458548,0.147817229,0.16524457,0.786997133,0.786997133,0.081491003,0.56373094,0.140164487,0.190657829,0.355420813,0.355420813,0.08091104,0.08091104,0.442922955,0.401863945,0.329510207,0.252415015,0.177381125,0.177381125,0.564987391,0.471365224,0.405002751,0.783802194,0.095355141,0.038872323,0.454541483,0.514793911,0.399919076,0.055590572,0.356079988,0.333657179,0.379456392
0.3485492,0.560917808,0.245070854,0.245070854,0.762962267,0.499884152,0.532827456,0.648322924,0.655984985,0.745554815,0.406943941,0.645293736,0.241621274,0.158382645,0.676419691,0.497435786,0.576199175,0.484375381,0.312149361,0.389385574,0.433240531,0.830729433,0.830729433,0.204195207,0.924166498,0.488653087,0.491093133,0.469056916,0.469056916,0.367479914,0.367479914,0.798665228,0.172002187,0.670347854,0.409682859,0.416304046,0.416304046,0.629044929,0.789267381,0.566912983,0.628605905,0.562023036,0.050144748,0.039531154,0.628950776,0.543686349,0.053767379,0.364828839,0.552120018,0.870151736
0.482444987,0.498057024,0.104132964,0.104132964,0.84464892,0.621187093,0.242831255,0.610681383,0.589998826,0.826334988,0.704523183,0.096286222,0.132799453,0.742092545,0.747503649,0.780919101,0.795468281,0.664544822,0.637104894,0.573531041,0.689293303,0.802699467,0.802699467,0.174963493,0.81921444,0.417364892,0.460363473,0.456776477,0.456776477,0.280644585,0.280644585,0.879065994,0.332484146,0.880491711,0.424434565,0.340267034,0.340267034,0.613921336,0.937976211,0.766983572,0.698629648,0.523803508,0.07687016,0.45470036,0.651393131,0.608556585,0.041020243,0.157944125,0.409685049,0.835498468
0.657381327,0.233883674,0.085349487,0.085349487,0.386958783,0.229311362,0.18386872,0.322373258,0.364765747,0.47025736,0.331896704,0.042870888,0.167691547,0.075080055,0.184798889,0.338108564,0.420685976,0.397039157,0.361819774,0.171914168,0.561702316,0.72445996,0.72445996,0.168180971,0.613613474,0.275910199,0.384196818,0.349665992,0.349665992,0.620685535,0.620685535,0.614978484,0.216923601,0.700385984,0.285236397,0.075649296,0.075649296,0.507502068,0.633907322,0.301092626,0.65706888,0.206789947,0.007164294,0.447504822,0.635487282,0.452098087,0.031677323,0.47015584,0.436748305,0.403568811
0.528189305,0.050748425,0.188647208,0.188647208,0.687368741,0.356988786,0.179766024,0.539852903,0.526024122,0.721268394,0.570212238,0.079084743,0.232365765,0.086517587,0.62085902,0.67502248,0.613004352,0.439099737,0.391993668,0.121266021,0.46774856,0.841987327,0.841987327,0.142199194,0.840741094,0.393505694,0.437490183,0.273856321,0.273856321,0.383026665,0.383026665,0.796053704,0.225143401,0.571167925,0.283757359,0.199137812,0.199137812,0.61348968,0.834208889,0.534714391,0.154482681,0.443980426,0.086798963,0.378836495,0.691546072,0.509007924,0.069975904,0.21010288,0.354348005,0.689235094
0.724237607,0.245824161,0.068889603,0.068889603,0.745316436,0.527705189,0.203871953,0.621642667,0.631169668,0.673472525,0.911153891,0.066244576,0.297917994,0.565320208,0.75452236,0.829424377,0.867430395,0.802005639,0.708622581,0.52065439,0.503919568,0.37606508,0.37606508,0.214870807,0.854809665,0.551238268,0.52101629,0.417933209,0.417933209,0.632816694,0.632816694,0.815481382,0.244912593,0.753172023,0.391069656,0.176679867,0.176679867,0.665614321,0.874970111,0.7402659,0.501679163,0.4690026,0.060472236,0.481666417,0.539621836,0.523172715,0.081214578,0.448263321,0.572917597,0.698912754
0.19491559,0.124444398,0.304610018,0.304610018,0.296862964,0.185589303,0.265450984,0.621213333,0.661238275,0.591994848,0.177188235,0.2622624,0.104141627,0.084469617,0.419716239,0.335715785,0.352443902,0.237569326,0.142802745,0.255810261,0.124005655,0.949048057,0.949048057,0.089564227,0.809035902,0.37775458,0.296046113,0.270501305,0.270501305,0.155695103,0.155695103,0.588996296,0.370470743,0.691084108,0.32874701,0.248338547,0.248338547,0.399302442,0.893365115,0.579173896,0.879289586,0.264087512,0.074598449,0.452130549,0.743318279,0.508723866,0.060136199,0.325740611,0.355586954,0.481121322
0.339447931,0.332629513,0.041033088,0.041033088,0.759529101,0.528139585,0.211631852,0.55476304,0.558275816,0.692314127,0.452339695,0.124525368,0.292737564,0.334515245,0.546253255,0.623058728,0.643304008,0.546399988,0.463253291,0.461978861,0.471861355,0.818264108,0.818264108,0.24462064,0.87636066,0.405115892,0.478709231,0.283271858,0.283271858,0.455926274,0.455926274,0.760950745,0.291703903,0.750084222,0.416011534,0.339665557,0.339665557,0.567333899,0.777019385,0.653943838,0.596293418,0.438165918,0.044627773,0.405341541,0.674392477,0.528501352,0.053139607,0.136926552,0.31320249,0.642006658
0.842178675,0.393587453,0.117886947,0.117886947,0.859216979,0.715553778,0.209655915,0.777045859,0.766469713,0.91887376,0.611737736,0.033087924,0.093122767,0.692712213,0.733927114,0.971179801,0.674887456,0.391986208,0.577081359,0.677752851,0.360463954,0.955092296,0.955092296,0.619836192,0.911746379,0.617720497,0.467926059,0.443102701,0.443102701,0.218487024,0.218487024,0.96858278,0.61848922,0.919821438,0.438445187,0.232753404,0.232753404,0.603188925,0.875627362,0.868367564,0.788485379,0.851462205,0.129942908,0.250523351,0.898945288,0.670587907,0.148539393,0.320425151,0.456801334,0.79431529
0.481381216,0.34971423,0.06620869,0.06620869,0.574826179,0.498133411,0.284340623,0.248850742,0.318547702,0.409337243,0.47704766,0.049962315,0.121149898,0.091918062,0.685199638,0.656253172,0.883250722,0.813715863,0.51755779,0.629385326,0.564803108,0.889870945,0.889870945,0.134350969,0.827699974,0.531801228,0.256990637,0.329560541,0.329560541,0.088786465,0.088786465,0.88823765,0.225952785,0.727516243,0.29919338,0.226430583,0.226430583,0.60184118,0.913196301,0.632240589,0.002292569,0.096606958,0.00623433,0.309079918,0.44654911,0.493718188,0.027912744,0.087357402,0.330075513,0.809644672
0.495292745,0.408826613,0.164556377,0.164556377,0.864605985,0.545376948,0.203116811,0.622010465,0.629996708,0.7495254,0.601462055,0.06598066,0.086316631,0.365483356,0.664434923,0.684650663,0.730313192,0.597042324,0.658649454,0.404337186,0.501106332,0.862431187,0.862431187,0.173946054,0.807304681,0.357267973,0.422737169,0.32668199,0.32668199,0.314240398,0.314240398,0.62635806,0.307911247,0.814437827,0.369108155,0.271326491,0.271326491,0.59701961,0.832469041,0.717778828,0.590873849,0.455719554,0.042610637,0.426240374,0.644917021,0.571803018,0.055153266,0.340647357,0.482280161,0.776329438
0.437656497,0.42172022,0.081051964,0.081051964,0.852124397,0.608864681,0.173984895,0.642877113,0.638444881,0.792791867,0.688936273,0.074907525,0.055396941,0.554145901,0.721456516,0.795194985,0.812655978,0.727535734,0.633920769,0.642237108,0.590721112,0.8079454,0.8079454,0.215449932,0.874279783,0.437803511,0.565878839,0.243158866,0.243158866,0.400119671,0.400119671,0.893893087,0.070352061,0.722817316,0.365229883,0.231508425,0.231508425,0.569856922,0.91664156,0.738459547,0.566250849,0.611473878,0.011402315,0.435662593,0.619866118,0.585851669,0.053406871,0.267086605,0.459403727,0.768298566
0.377784772,0.387727797,0.089152449,0.089152449,0.560745937,0.330895799,0.280818212,0.601177904,0.613046764,0.633233203,0.386904343,0.177216696,0.123569862,0.073630359,0.611069641,0.452469619,0.53275545,0.46807126,0.357229734,0.506051753,0.34093919,0.837448396,0.837448396,0.122516776,0.865028127,0.410200371,0.484000396,0.316597435,0.316597435,0.426228764,0.426228764,0.623026332,0.13373603,0.413395207,0.343539238,0.211414909,0.211414909,0.561046066,0.723937443,0.629481741,0.466109383,0.312054813,0.046766124,0.565078039,0.654129325,0.516894067,0.052075598,0.489791381,0.523979407,0.569793269
0.578979452,0.55978277,0.230800736,0.230800736,0.654060045,0.475696632,0.111273758,0.460537231,0.486544774,0.553551195,0.531466376,0.150260671,0.258031658,0.098723941,0.416090599,0.627012099,0.563445491,0.41148847,0.350322988,0.385137492,0.331011048,0.767327458,0.767327458,0.130495638,0.709099646,0.452831443,0.459809425,0.36011807,0.36011807,0.414272163,0.414272163,0.52306022,0.248462079,0.640613347,0.392437634,0.227913642,0.227913642,0.623150558,0.76182632,0.597344731,0.107852069,0.463345001,0.104216001,0.297385471,0.527705152,0.547968622,0.07261142,0.012770965,0.216867612,0.451783978
0.5720913,0.136398912,0.147173841,0.147173841,0.690414664,0.587230803,0.233749277,0.629225596,0.655989149,0.669309666,0.907818337,0.069189976,0.20248839,0.406896867,0.723964029,0.733744297,0.858396185,0.79845346,0.774762958,0.499824599,0.399556467,0.631180526,0.631180526,0.381446878,0.773029924,0.517997973,0.418639598,0.414540139,0.414540139,0.682465699,0.682465699,0.664344735,0.343439962,0.74168338,0.33048365,0.20499677,0.20499677,0.627964647,0.88375315,0.737719724,0.611287086,0.355187762,0.0827338,0.530644426,0.536170624,0.494366006,0.12607185,0.143544113,0.323160511,0.66559121
0.381176859,0.339354987,0.132790816,0.132790816,0.465615267,0.456687554,0.19404408,0.318267761,0.281256938,0.799671241,0.597630384,0.064563795,0.14576554,0.390790798,0.55864193,0.646134013,0.717916668,0.516525272,0.486387181,0.615932297,0.583784581,0.845494419,0.845494419,0.179216601,0.646619963,0.25005985,0.381710246,0.284869265,0.284869265,0.2960093,0.2960093,0.63315247,0.251015103,0.840281772,0.362522131,0.155962238,0.155962238,0.595960485,0.453789533,0.603326279,0.429946004,0.319884142,0.055008321,0.448325348,0.464541767,0.480386645,0.044200861,0.243300531,0.363601389,0.669290524
0.297239661,0.29431215,0.076744659,0.076744659,0.591805609,0.344538386,0.325183014,0.562928395,0.576691308,0.705041941,0.34055796,0.045870022,0.128429949,0.405884222,0.532936411,0.30418558,0.393810981,0.349572412,0.341013101,0.298442579,0.405364005,0.768647985,0.768647985,0.093728277,0.788788142,0.315209216,0.409031701,0.218261405,0.218261405,0.322443181,0.322443181,0.538842055,0.189272203,0.592273293,0.375919761,0.130626428,0.130626428,0.60909591,0.857085894,0.637256552,0.689880216,0.383179572,0.003193999,0.454766385,0.623836769,0.45909554,0.055156838,0.21296355,0.341220531,0.649286079
