0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.447586571,0.516005803,0.097762812,0.097762812,0.611329598,0.343636008,0.090577398,0.739794255,0.761120951,0.591560876,0.405014682,0.005901538,0.256106377,0.063276772,0.714209016,0.452243029,0.624415849,0.516006385,0.264101841,0.402500618,0.256963896,0.928387678,0.928387678,0.131987561,0.784090423,0.361863015,0.197754643,0.332705983,0.332705983,0.03777739,0.03777739,0.464483777,0.149304942,0.788723031,0.310436461,0.093547793,0.093547793,0.614181942,0.928149389,0.655173642,0.747808455,0.506012937,0.053300251,0.188201048,0.298617972,0.398766702,0.041225371,0.094095651,0.294449656,0.623668671
0.364618815,0.32922729,0.270427979,0.270427979,0.74203518,0.583293929,0.319492704,0.832237838,0.806464733,0.819544524,0.376718497,0.054089476,0.478689218,0.133494702,0.758886523,0.842328189,0.938070469,0.915268668,0.852311536,0.5938256,0.705548112,0.90718627,0.90718627,0.151706476,0.89590495,0.557353094,0.731730129,0.68599461,0.68599461,0.607471597,0.607471597,0.495905481,0.97704209,0.60374128,0.954536413,0.385069402,0.385069402,0.714040337,0.958473641,0.748681155,0.736562664,0.477446242,0.169231464,0.698761988,0.805642694,0.667492331,0.242538315,0.405727997,0.57314368,0.831862874
0.449742633,0.140666335,0.14980477,0.14980477,0.535509854,0.426191972,0.399487584,0.539492648,0.5744255,0.503188101,0.522275702,0.427267318,0.10706333,0.203376205,0.58445183,0.690831433,0.907971933,0.858026141,0.383753328,0.318045044,0.505603795,0.745012984,0.745012984,0.380015351,0.606110013,0.372614048,0.483836155,0.398135531,0.398135531,0.481903184,0.481903184,0.351388894,0.318618561,0.714881603,0.401815692,0.224502973,0.224502973,0.623643048,0.858193109,0.548594086,0.106428647,0.366406842,0.090586427,0.403659447,0.81261921,0.641780136,0.063792585,0.26521567,0.409205528,0.639242035
0.309941958,0.454600306,0.031415036,0.031415036,0.604974933,0.284050474,0.605848339,0.608428504,0.576420377,0.875871752,0.287101516,0.133470234,0.083115371,0.075218639,0.377693172,0.492916432,0.488013204,0.300893237,0.311962185,0.427191459,0.260902935,0.756739288,0.756739288,0.115268324,0.917824891,0.337428105,0.24168564,0.251581362,0.251581362,0.251429499,0.251429499,0.41687237,0.417643538,0.815837352,0.323064897,0.10481588,0.10481588,0.628447518,0.831425337,0.652441957,0.78942673,0.730129379,0.032251896,0.579469344,0.726995069,0.523645581,0.037501455,0.096285658,0.344616336,0.67880667
0.441563691,0.308311957,0.110157449,0.110157449,0.708531717,0.464175581,0.320910927,0.527454398,0.567397545,0.530652237,0.533285376,0.115149701,0.058342453,0.144344893,0.574108106,0.517638049,0.647285719,0.595371062,0.542988019,0.512842271,0.399304495,0.791768354,0.791768354,0.20988452,0.776333153,0.426440039,0.595871071,0.578213695,0.578213695,0.533668779,0.533668779,0.697294843,0.51868393,0.567359425,0.292286784,0.57259081,0.57259081,0.612809819,0.812022713,0.488935062,0.473505005,0.519041154,0.039437618,0.65689649,0.650372906,0.546015951,0.107270634,0.308796962,0.409102877,0.603420451
0.387097496,0.255431291,0.187995855,0.187995855,0.717504268,0.474129069,0.169652211,0.653139416,0.671802151,0.692408247,0.475891797,0.321780957,0.355143343,0.047227981,0.450163555,0.412099077,0.475890623,0.430528432,0.324245307,0.512557518,0.376395581,0.877738578,0.877738578,0.205135232,0.782735214,0.341735515,0.565439459,0.16913901,0.16913901,0.459819319,0.459819319,0.915230111,0.146797795,0.369612193,0.058667177,0.096559448,0.096559448,0.576033007,0.605415015,0.624404978,0.054963582,0.259141829,0.106165199,0.542425151,0.659671515,0.490851279,0.070331888,0.265832703,0.407182684,0.550380523
0.429990031,0.58457404,0.176888708,0.176888708,0.761534498,0.327826015,0.150524999,0.584575754,0.579270846,0.743941,0.391616116,0.183044081,0.119200998,0.083555104,0.526317495,0.421138242,0.464939117,0.387731649,0.303452875,0.56996986,0.462589416,0.886552666,0.886552666,0.152835163,0.861754072,0.358141928,0.452998578,0.359321525,0.359321525,0.405632448,0.405632448,0.469536131,0.195958677,0.584368383,0.402023341,0.238515384,0.238515384,0.610201396,0.810089691,0.720906191,0.804225856,0.490473211,0.026478922,0.370146955,0.683546215,0.502277323,0.063037779,0.210767997,0.3326553,0.668995616
0.344990564,0.328228029,0.189988428,0.189988428,0.734525285,0.539038666,0.110157605,0.426406464,0.432376439,0.386774908,0.332221786,0.039026978,0.316723732,0.131634413,0.373791815,0.519723876,0.521076766,0.492907378,0.308031685,0.426133219,0.499091772,0.762951942,0.762951942,0.156121516,0.746882445,0.369021285,0.486297291,0.37223008,0.37223008,0.381455823,0.381455823,0.655407927,0.461337957,0.747584426,0.251813304,0.162107201,0.162107201,0.276176167,0.877357132,0.551771758,0.014370191,0.446227207,0.08475414,0.2825916,0.684858907,0.57531514,0.065066371,0.11135304,0.288159395,0.439171928
0.286216962,0.395043423,0.135091168,0.135091168,0.555385535,0.504544556,0.90728463,0.805050535,0.79958097,0.830011933,0.40941866,0.158775524,0.060177188,0.087712494,0.613465602,0.61058496,0.534976156,0.334788965,0.379110338,0.353701792,0.584985874,0.916023416,0.916023416,0.678439601,0.842974352,0.603252193,0.450661875,0.315578552,0.315578552,0.215381495,0.215381495,0.753255174,0.26299899,0.610310887,0.338100539,0.19347676,0.19347676,0.626878645,0.719128601,0.491830268,0.514039408,0.218016189,0.036659032,0.47134088,0.63477324,0.463579737,0.082605236,0.208294582,0.378183835,0.614276633
0.355004159,0.326661402,0.172042682,0.172042682,0.51154219,0.303953245,0.22773869,0.421896404,0.44057558,0.611497666,0.396312445,0.158423549,0.14478307,0.182593302,0.561807095,0.375756543,0.452971218,0.436722693,0.361298911,0.317477388,0.393970294,0.714498714,0.714498714,0.097687659,0.817395499,0.351968849,0.375702746,0.311563222,0.311563222,0.355704249,0.355704249,0.507651482,0.237592265,0.437747651,0.28665783,0.309164157,0.309164157,0.563001963,0.675632398,0.460113459,0.558200085,0.417944774,0.014998176,0.513395823,0.486395985,0.366444501,0.049859449,0.12819425,0.261081779,0.462402804
0.474443596,0.641587174,0.301563569,0.301563569,0.71578752,0.589226087,0.146976686,0.509387539,0.508502184,0.677168871,0.658751989,0.062103069,0.129090649,0.180183059,0.631175307,0.690582278,0.763021103,0.674287601,0.559777969,0.572509466,0.638126061,0.827137868,0.827137868,0.246131003,0.685289769,0.440089536,0.708394065,0.444383568,0.444383568,0.644330466,0.644330466,0.908681013,0.289687326,0.658980471,0.353961836,0.310263677,0.310263677,0.471256267,0.799590387,0.640120058,0.370455872,0.559949586,0.059249714,0.429762876,0.668977781,0.599262933,0.100597333,0.276241164,0.442818305,0.70992916
-4.12E-10,0.281205563,0.132394989,0.132394989,0.179191387,0.017599468,0.130798773,0.58111442,0.61803551,0.766713617,-1.98E-09,0.077133577,0.169732628,0.220695934,0.475771462,-3.60E-10,-4.45E-09,2.52E-09,-4.83E-09,0.143422906,0.254110961,0.908643722,0.908643722,0.036295637,0.831834943,0.257017916,0.174675633,0.530159468,0.530159468,0.022736992,0.022736992,0.687454225,0.222193168,0.227552406,0.420030209,0.192449019,0.192449019,0.591033963,0.414452311,0.505199325,0.876059696,0.099333935,0.051764828,0.291717063,0.559137365,0.369845065,0.025355858,0.254251119,0.1288685,0.168267248
0.30301925,0.131439638,0.544691908,0.544691908,0.917253623,0.56200748,0.155091568,0.823103964,0.818983306,0.874300879,0.602061144,0.03258206,0.201558215,0.202877037,0.727435091,0.429031058,0.54886056,0.425247635,0.451246199,0.183163995,0.257056374,0.898036582,0.898036582,0.214937283,0.895472167,0.493652182,0.47809876,0.289886311,0.289886311,0.331974528,0.331974528,0.799444854,0.317203979,0.789873253,0.470534933,0.217115243,0.217115243,0.633914739,0.922673479,0.804991904,0.777449569,0.222140731,0.064110129,0.147666849,0.778869056,0.617580672,0.04583505,0.846588933,0.88230563,0.909790808
0.576302728,0.646605646,0.093590885,0.093590885,0.628357384,0.296975162,0.161954231,0.41392507,0.445552516,0.522740174,0.270811382,0.041396182,0.211297169,0.183269838,0.384858922,0.299107073,0.315535423,0.261424198,0.255337347,0.533162306,0.275152256,0.744651095,0.744651095,0.062872266,0.874964881,0.477523576,0.379824678,0.178641607,0.178641607,0.725705757,0.725705757,0.622969504,0.294524201,0.558005443,0.427697081,0.161080786,0.161080786,0.541692555,0.725180912,0.474317448,0.57210341,0.204933373,0.075535637,0.489745406,0.448731847,0.23468835,0.051217849,0.124711085,0.115525663,0.151504648
0.664190275,0.085325992,0.066407337,0.066407337,0.878531994,0.556584617,0.199436618,0.6802904,0.676036316,0.747378032,0.690273356,0.080104116,0.303921102,0.244435061,0.696060098,0.722039682,0.865670117,0.815087839,0.767646403,0.60504697,0.602781757,0.789726338,0.789726338,0.186256124,0.898707582,0.450090449,0.549136237,0.446062994,0.446062994,0.455370751,0.455370751,0.569870791,0.299759453,0.782811661,0.464501357,0.31472921,0.31472921,0.59283661,0.90906377,0.716128393,0.562181772,0.685004319,0.057530772,0.464998829,0.671342671,0.5773109,0.110952863,0.357193549,0.528879563,0.754414566
0.528286885,0.249044266,0.071530184,0.071530184,0.763444616,0.597748705,0.392232948,0.44786763,0.425165378,0.809570114,0.501110752,0.140548796,0.149993622,0.371261083,0.677614376,0.743278349,0.686277512,0.531191651,0.427824369,0.534526381,0.441489867,0.808718882,0.808718882,0.185921311,0.853885065,0.386207302,0.421190356,0.46642119,0.46642119,0.186635199,0.186635199,0.880931371,0.195161663,0.67283082,0.402441373,0.193373588,0.193373588,0.605192582,0.935183075,0.819287147,0.696533336,0.711877293,0.046116666,0.45713389,0.59845553,0.568231044,0.020330282,0.423888123,0.621791233,0.697367547
0.66679345,0.550140073,0.134024914,0.134024914,0.824004367,0.628559499,0.193037507,0.604885485,0.634298732,0.631735889,0.690841314,0.046034836,0.181662471,0.283259067,0.756837307,0.868213612,0.757361987,0.62454494,0.609851249,0.381837244,0.420736055,0.752845177,0.752845177,0.129619762,0.891875851,0.507248797,0.528853815,0.374021865,0.374021865,0.440939169,0.440939169,0.792632196,0.275772506,0.705849173,0.365191138,0.228083457,0.228083457,0.599803411,0.914864655,0.667310132,0.558307106,0.472350911,0.08130231,0.493165011,0.561094131,0.569716698,0.103164871,0.07480067,0.340350704,0.785312215
0.400337449,0.199268645,0.068297997,0.068297997,0.71492493,0.358807582,0.197262133,0.635016688,0.648684479,0.532657729,0.701196237,0.038225914,0.137305015,0.107452766,0.661832039,0.828492232,0.750026405,0.627384618,0.606637089,0.553931636,0.549349965,0.805576872,0.805576872,0.146832962,0.879878054,0.999999905,0.566342573,0.352161651,0.352161651,0.595903617,0.595903617,0.789706243,0.302560815,0.55116671,0.393866944,0.341481585,0.341481585,0.58511315,0.834870297,0.708274253,0.580668306,0.456289763,0.047264361,0.415713545,0.748090116,0.651133143,0.034503555,0.090483918,0.368542915,0.740349687
0.827156728,0.32696477,0.312548689,0.312548689,0.753763858,0.474681772,0.238379758,0.499830615,0.543059874,0.444697489,0.810781339,0.078404462,0.134750284,0.113327968,0.547985892,0.804947874,0.815519084,0.726556504,0.718828302,0.506260371,0.643131781,0.79151107,0.79151107,0.215022275,0.773868716,0.460379924,0.763212735,0.614118637,0.614118637,0.682182918,0.682182918,0.766281551,0.387200539,0.652800699,0.408101427,0.555533673,0.555533673,0.66344042,0.863498934,0.621422327,0.094403716,0.674361359,0.093747144,0.462766665,0.700164529,0.659471399,0.064219248,0.169893382,0.384403801,0.770402987
0.654928823,0.36742549,0.088763654,0.088763654,0.870684942,0.580743105,0.265488527,0.62878489,0.598132656,0.811200561,0.442243417,0.680860282,0.13323813,0.255148901,0.803529114,0.722144609,0.706738083,0.536853967,0.35088997,0.667659213,0.55328537,0.927508117,0.927508117,0.254984367,0.96550289,0.645267707,0.391556038,0.33182904,0.33182904,0.140797578,0.140797578,0.866195442,0.30421572,0.845008878,0.455397748,0.137943982,0.137943982,0.596109494,0.945704195,0.900454638,0.781449626,0.854436287,0.033885789,0.437766869,0.747122666,0.567955743,0.059709108,0.414259255,0.603119854,0.944862844
0.551074111,0.081182706,0.160730166,0.160730166,0.440824336,0.080590146,0.184620257,0.611269114,0.641553283,0.631363368,0.110279536,0.055499247,0.263577605,0.241824773,0.345607024,0.720119157,0.582056115,0.346517464,0.520331025,0.106567088,0.630688657,0.860794055,0.860794055,0.206584162,0.697573617,0.259178897,0.34626935,0.402238044,0.402238044,0.589206189,0.589206189,0.666577875,0.452270402,0.869812199,0.435194732,0.122185237,0.122185237,0.646779537,0.650700736,0.399257657,0.256496815,0.181602693,0.120734306,0.584316425,0.321557616,0.140307245,0.111645204,0.703412769,0.691282515,0.605780191
